"Resource Name","Resource Type","Resource Group",Location,Subscription
signalr-dev-992,Microsoft.SignalRService/signalR,rg-webapp,westus,Subscription-Staging
vm-dr-993,Microsoft.Compute/virtualMachines,rg-containers,southindia,Subscription-Staging
psql-dev-994,Microsoft.DBforPostgreSQL/servers,rg-shared,japaneast,Subscription-Prod
vnetgw-shrd-995,Microsoft.Network/virtualNetworkGateways,rg-dev,eastus,Subscription-Staging
fd-shrd-996,Microsoft.Network/frontDoors,rg-aks,centralus,Subscription-DR
evhns-stg-997,Microsoft.EventHub/namespaces,rg-services,canadacentral,Subscription-Staging
cdn-dr-998,Microsoft.Cdn/profiles,rg-backup,koreacentral,Subscription-DR
redis-dev-999,Microsoft.Cache/redis,rg-staging,centralus,Subscription-Prod
nic-dev-001,Microsoft.Network/networkInterfaces,rg-storage,eastasia,Subscription-Dev
hdi-stg-002,Microsoft.HDInsight/clusters,rg-monitoring,centralus,Subscription-Staging
sqldb-stg-003,Microsoft.Sql/servers/databases,rg-integration,uksouth,Subscription-DR
nic-dev-004,Microsoft.Network/networkInterfaces,rg-security,westus3,Subscription-Shared
nhns-dr-005,Microsoft.NotificationHubs/namespaces,rg-infra,westus2,Subscription-Staging
evhns-shrd-006,Microsoft.EventHub/namespaces,rg-core,northeurope,Subscription-DR
pe-dev-007,Microsoft.Network/privateEndpoints,rg-core,westus,Subscription-Staging
vnet-dr-008,Microsoft.Network/virtualNetworks,rg-cache,eastasia,Subscription-Staging
kv-dr-009,Microsoft.KeyVault/vaults,rg-integration,francecentral,Subscription-Shared
sqlsrv-dr-010,Microsoft.Sql/servers,rg-storage,brazilsouth,Subscription-DR
vm-dr-011,Microsoft.Compute/virtualMachines,rg-network,westus2,Subscription-Shared
kv-stg-012,Microsoft.KeyVault/vaults,rg-security,centralus,Subscription-Prod
cosmos-shrd-013,Microsoft.DocumentDB/databaseAccounts,rg-storage,uksouth,Subscription-Shared
actgrp-dr-014,Microsoft.Insights/actionGroups,rg-aks,japaneast,Subscription-Staging
search-dev-015,Microsoft.Search/searchServices,rg-cache,westus3,Subscription-Dev
rsv-dev-016,Microsoft.RecoveryServices/vaults,rg-services,southindia,Subscription-Dev
sb-prod-017,Microsoft.ServiceBus/namespaces,rg-functions,southeastasia,Subscription-DR
adls-dr-018,Microsoft.DataLakeStore/accounts,rg-functions,eastus2,Subscription-Dev
fd-dr-019,Microsoft.Network/frontDoors,rg-services,southeastasia,Subscription-Prod
cdn-dev-020,Microsoft.Cdn/profiles,rg-core,northeurope,Subscription-Prod
mysql-dr-021,Microsoft.DBforMySQL/servers,rg-functions,westus2,Subscription-DR
privdns-prod-022,Microsoft.Network/privateDnsZones,rg-database,australiaeast,Subscription-Shared
nic-dr-023,Microsoft.Network/networkInterfaces,rg-shared,koreacentral,Subscription-Staging
search-shrd-024,Microsoft.Search/searchServices,rg-aks,canadacentral,Subscription-Shared
rt-prod-025,Microsoft.Network/routeTables,rg-production,westus2,Subscription-Dev
appgw-shrd-026,Microsoft.Network/applicationGateways,rg-production,centralus,Subscription-DR
fd-dev-027,Microsoft.Network/frontDoors,rg-shared,canadacentral,Subscription-Shared
bastion-shrd-028,Microsoft.Network/bastionHosts,rg-database,westus3,Subscription-Prod
logic-dr-029,Microsoft.Logic/workflows,rg-integration,francecentral,Subscription-Staging
bastion-prod-030,Microsoft.Network/bastionHosts,rg-network,japaneast,Subscription-Prod
mysql-stg-031,Microsoft.DBforMySQL/servers,rg-staging,koreacentral,Subscription-Staging
actgrp-dr-032,Microsoft.Insights/actionGroups,rg-shared,southeastasia,Subscription-DR
mi-stg-033,Microsoft.ManagedIdentity/userAssignedIdentities,rg-monitoring,eastus,Subscription-Shared
cdn-stg-034,Microsoft.Cdn/profiles,rg-webapp,brazilsouth,Subscription-Shared
kv-dev-035,Microsoft.KeyVault/vaults,rg-containers,westus2,Subscription-DR
redis-dr-036,Microsoft.Cache/redis,rg-containers,japaneast,Subscription-Dev
appconfig-dev-037,Microsoft.AppConfiguration/configurationStores,rg-aks,westus3,Subscription-Shared
sqlsrv-dev-038,Microsoft.Sql/servers,rg-storage,southeastasia,Subscription-Staging
appconfig-dev-039,Microsoft.AppConfiguration/configurationStores,rg-core,francecentral,Subscription-Staging
evhns-dr-040,Microsoft.EventHub/namespaces,rg-backup,koreacentral,Subscription-Staging
nsg-shrd-041,Microsoft.Network/networkSecurityGroups,rg-storage,francecentral,Subscription-DR
role-dev-042,Microsoft.Authorization/roleAssignments,rg-functions,westus,Subscription-DR
relay-stg-043,Microsoft.Relay/namespaces,rg-backup,koreacentral,Subscription-Staging
signalr-dev-044,Microsoft.SignalRService/signalR,rg-dr,uksouth,Subscription-Shared
cosmos-dr-045,Microsoft.DocumentDB/databaseAccounts,rg-backup,koreacentral,Subscription-DR
nic-stg-046,Microsoft.Network/networkInterfaces,rg-dr,eastus2,Subscription-Prod
pip-dev-047,Microsoft.Network/publicIPAddresses,rg-containers,brazilsouth,Subscription-Dev
lb-dr-048,Microsoft.Network/loadBalancers,rg-services,uksouth,Subscription-Prod
iothub-dr-049,Microsoft.Devices/IotHubs,rg-functions,canadacentral,Subscription-DR
vm-stg-050,Microsoft.Compute/virtualMachines,rg-dev,eastus,Subscription-DR
storage-dr-051,Microsoft.Storage/storageAccounts,rg-production,westeurope,Subscription-Staging
vm-dev-052,Microsoft.Compute/virtualMachines,rg-cache,japaneast,Subscription-Shared
hdi-prod-053,Microsoft.HDInsight/clusters,rg-shared,australiaeast,Subscription-Staging
sf-dev-054,Microsoft.ServiceFabric/clusters,rg-staging,northeurope,Subscription-Dev
nic-dev-055,Microsoft.Network/networkInterfaces,rg-database,westus2,Subscription-Dev
er-stg-056,Microsoft.Network/expressRouteCircuits,rg-integration,eastus,Subscription-Staging
logic-stg-057,Microsoft.Logic/workflows,rg-webapp,westus2,Subscription-DR
vm-shrd-058,Microsoft.Compute/virtualMachines,rg-staging,australiaeast,Subscription-Prod
dns-prod-059,Microsoft.Network/dnsZones,rg-production,francecentral,Subscription-Prod
rt-dr-060,Microsoft.Network/routeTables,rg-staging,eastus,Subscription-Shared
dbr-dr-061,Microsoft.Databricks/workspaces,rg-production,centralus,Subscription-Dev
redis-dev-062,Microsoft.Cache/redis,rg-staging,westus,Subscription-Dev
fd-prod-063,Microsoft.Network/frontDoors,rg-staging,eastasia,Subscription-Dev
media-prod-064,Microsoft.Media/mediaservices,rg-security,eastasia,Subscription-Shared
tsi-dr-065,Microsoft.TimeSeriesInsights/environments,rg-storage,australiaeast,Subscription-Staging
law-dev-066,Microsoft.OperationalInsights/workspaces,rg-aks,uksouth,Subscription-Shared
appgw-dr-067,Microsoft.Network/applicationGateways,rg-staging,westeurope,Subscription-Shared
kv-prod-068,Microsoft.KeyVault/vaults,rg-production,westus3,Subscription-Dev
vmss-dev-069,Microsoft.Compute/virtualMachineScaleSets,rg-functions,westus,Subscription-Staging
dms-prod-070,Microsoft.DataMigration/services,rg-cache,uksouth,Subscription-Prod
fw-stg-071,Microsoft.Network/azureFirewalls,rg-dr,eastasia,Subscription-DR
evhns-prod-072,Microsoft.EventHub/namespaces,rg-staging,westeurope,Subscription-Dev
adls-prod-073,Microsoft.DataLakeStore/accounts,rg-cache,eastus,Subscription-DR
alert-dr-074,Microsoft.Insights/metricAlerts,rg-integration,westus2,Subscription-Staging
signalr-dev-075,Microsoft.SignalRService/signalR,rg-storage,eastasia,Subscription-Prod
redis-prod-076,Microsoft.Cache/redis,rg-infra,westeurope,Subscription-Staging
redis-shrd-077,Microsoft.Cache/redis,rg-network,southindia,Subscription-Prod
vpngw-dev-078,Microsoft.Network/vpnGateways,rg-dev,francecentral,Subscription-Staging
nsg-shrd-079,Microsoft.Network/networkSecurityGroups,rg-services,westus3,Subscription-Shared
batch-stg-080,Microsoft.Batch/batchAccounts,rg-storage,australiaeast,Subscription-Prod
nsg-dev-081,Microsoft.Network/networkSecurityGroups,rg-security,eastus2,Subscription-Shared
dbr-dev-082,Microsoft.Databricks/workspaces,rg-aks,westeurope,Subscription-Prod
search-dev-083,Microsoft.Search/searchServices,rg-cache,northeurope,Subscription-Staging
mariadb-shrd-084,Microsoft.DBforMariaDB/servers,rg-containers,westus3,Subscription-Shared
fw-dr-085,Microsoft.Network/azureFirewalls,rg-services,westus,Subscription-Prod
acr-shrd-086,Microsoft.ContainerRegistry/registries,rg-webapp,centralus,Subscription-Dev
adf-prod-087,Microsoft.DataFactory/factories,rg-aks,southindia,Subscription-Shared
adf-stg-088,Microsoft.DataFactory/factories,rg-staging,canadacentral,Subscription-Prod
alert-dr-089,Microsoft.Insights/metricAlerts,rg-functions,brazilsouth,Subscription-Dev
asa-prod-090,Microsoft.StreamAnalytics/streamingjobs,rg-database,francecentral,Subscription-Dev
vm-dr-091,Microsoft.Compute/virtualMachines,rg-functions,westeurope,Subscription-DR
apim-prod-092,Microsoft.ApiManagement/service,rg-production,southindia,Subscription-Staging
mi-prod-093,Microsoft.ManagedIdentity/userAssignedIdentities,rg-core,eastus,Subscription-Prod
health-dr-094,Microsoft.HealthcareApis/services,rg-security,westeurope,Subscription-Staging
kv-dev-095,Microsoft.KeyVault/vaults,rg-webapp,canadacentral,Subscription-Dev
webapp-dr-096,Microsoft.Web/sites,rg-production,westus,Subscription-Dev
cdn-dr-097,Microsoft.Cdn/profiles,rg-security,westus,Subscription-Shared
sqldb-stg-098,Microsoft.Sql/servers/databases,rg-services,canadacentral,Subscription-Dev
sqldb-dev-099,Microsoft.Sql/servers/databases,rg-network,southeastasia,Subscription-Shared
aml-shrd-100,Microsoft.MachineLearningServices/workspaces,rg-production,canadacentral,Subscription-Prod
sf-shrd-101,Microsoft.ServiceFabric/clusters,rg-webapp,southindia,Subscription-Dev
asp-shrd-102,Microsoft.Web/serverfarms,rg-infra,westus3,Subscription-Dev
lb-shrd-103,Microsoft.Network/loadBalancers,rg-monitoring,eastus2,Subscription-Dev
iothub-dev-104,Microsoft.Devices/IotHubs,rg-production,westus3,Subscription-DR
nsg-dev-105,Microsoft.Network/networkSecurityGroups,rg-functions,japaneast,Subscription-DR
media-dev-106,Microsoft.Media/mediaservices,rg-webapp,eastasia,Subscription-Prod
pip-dr-107,Microsoft.Network/publicIPAddresses,rg-containers,uksouth,Subscription-Dev
blk-stg-108,Microsoft.Blockchain/blockchainMembers,rg-containers,japaneast,Subscription-DR
aml-dr-109,Microsoft.MachineLearningServices/workspaces,rg-functions,australiaeast,Subscription-Dev
redis-dr-110,Microsoft.Cache/redis,rg-functions,southindia,Subscription-Dev
vpngw-dr-111,Microsoft.Network/vpnGateways,rg-staging,australiaeast,Subscription-Shared
evhns-prod-112,Microsoft.EventHub/namespaces,rg-webapp,westus2,Subscription-Staging
cog-dr-113,Microsoft.CognitiveServices/accounts,rg-dev,koreacentral,Subscription-Shared
rt-dev-114,Microsoft.Network/routeTables,rg-dr,southindia,Subscription-Prod
cosmos-dev-115,Microsoft.DocumentDB/databaseAccounts,rg-containers,francecentral,Subscription-Dev
asp-dev-116,Microsoft.Web/serverfarms,rg-dr,westeurope,Subscription-Staging
aml-prod-117,Microsoft.MachineLearningServices/workspaces,rg-core,japaneast,Subscription-Staging
vnetgw-dr-118,Microsoft.Network/virtualNetworkGateways,rg-cache,japaneast,Subscription-Staging
avset-dr-119,Microsoft.Compute/availabilitySets,rg-staging,southindia,Subscription-Shared
aml-dev-120,Microsoft.MachineLearningServices/workspaces,rg-webapp,westus2,Subscription-DR
relay-dev-121,Microsoft.Relay/namespaces,rg-services,westus2,Subscription-Prod
adf-prod-122,Microsoft.DataFactory/factories,rg-cache,centralus,Subscription-DR
vnet-prod-123,Microsoft.Network/virtualNetworks,rg-services,eastus2,Subscription-Prod
sf-shrd-124,Microsoft.ServiceFabric/clusters,rg-database,francecentral,Subscription-Dev
cosmos-stg-125,Microsoft.DocumentDB/databaseAccounts,rg-storage,francecentral,Subscription-Staging
nsg-prod-126,Microsoft.Network/networkSecurityGroups,rg-integration,centralus,Subscription-DR
media-shrd-127,Microsoft.Media/mediaservices,rg-dr,koreacentral,Subscription-Staging
lb-dr-128,Microsoft.Network/loadBalancers,rg-services,southeastasia,Subscription-DR
media-prod-129,Microsoft.Media/mediaservices,rg-core,japaneast,Subscription-Dev
actgrp-dr-130,Microsoft.Insights/actionGroups,rg-functions,eastus,Subscription-Staging
mysql-shrd-131,Microsoft.DBforMySQL/servers,rg-aks,westus2,Subscription-Shared
mysql-dev-132,Microsoft.DBforMySQL/servers,rg-containers,australiaeast,Subscription-Shared
cosmos-dr-133,Microsoft.DocumentDB/databaseAccounts,rg-monitoring,japaneast,Subscription-Staging
role-shrd-134,Microsoft.Authorization/roleAssignments,rg-monitoring,eastasia,Subscription-Prod
mi-shrd-135,Microsoft.ManagedIdentity/userAssignedIdentities,rg-integration,brazilsouth,Subscription-Shared
kv-prod-136,Microsoft.KeyVault/vaults,rg-backup,eastus2,Subscription-Prod
webapp-dev-137,Microsoft.Web/sites,rg-cache,brazilsouth,Subscription-Dev
sqlsrv-dr-138,Microsoft.Sql/servers,rg-integration,japaneast,Subscription-DR
alert-shrd-139,Microsoft.Insights/metricAlerts,rg-functions,koreacentral,Subscription-Shared
rt-dr-140,Microsoft.Network/routeTables,rg-aks,canadacentral,Subscription-DR
fd-dev-141,Microsoft.Network/frontDoors,rg-database,eastus2,Subscription-Dev
adf-dev-142,Microsoft.DataFactory/factories,rg-webapp,brazilsouth,Subscription-Shared
media-stg-143,Microsoft.Media/mediaservices,rg-network,brazilsouth,Subscription-Staging
image-dev-144,Microsoft.Compute/images,rg-shared,westus3,Subscription-Shared
blob-stg-145,Microsoft.Storage/storageAccounts/blobServices,rg-monitoring,canadacentral,Subscription-Shared
media-stg-146,Microsoft.Media/mediaservices,rg-staging,eastus,Subscription-Staging
alert-dev-147,Microsoft.Insights/metricAlerts,rg-security,francecentral,Subscription-DR
vnetgw-dev-148,Microsoft.Network/virtualNetworkGateways,rg-integration,brazilsouth,Subscription-Staging
batch-dev-149,Microsoft.Batch/batchAccounts,rg-database,eastasia,Subscription-Dev
aa-shrd-150,Microsoft.Automation/automationAccounts,rg-aks,australiaeast,Subscription-DR
batch-prod-151,Microsoft.Batch/batchAccounts,rg-webapp,eastus,Subscription-Dev
evgt-shrd-152,Microsoft.EventGrid/topics,rg-database,uksouth,Subscription-DR
adls-dr-153,Microsoft.DataLakeStore/accounts,rg-backup,southeastasia,Subscription-DR
vnet-prod-154,Microsoft.Network/virtualNetworks,rg-dev,brazilsouth,Subscription-DR
hdi-stg-155,Microsoft.HDInsight/clusters,rg-containers,brazilsouth,Subscription-Staging
appconfig-shrd-156,Microsoft.AppConfiguration/configurationStores,rg-core,westus3,Subscription-Staging
kv-dr-157,Microsoft.KeyVault/vaults,rg-containers,francecentral,Subscription-DR
media-dr-158,Microsoft.Media/mediaservices,rg-monitoring,australiaeast,Subscription-Shared
asp-shrd-159,Microsoft.Web/serverfarms,rg-staging,uksouth,Subscription-Shared
mysql-dev-160,Microsoft.DBforMySQL/servers,rg-staging,francecentral,Subscription-DR
relay-dev-161,Microsoft.Relay/namespaces,rg-storage,japaneast,Subscription-Prod
nic-prod-162,Microsoft.Network/networkInterfaces,rg-cache,koreacentral,Subscription-Staging
law-dr-163,Microsoft.OperationalInsights/workspaces,rg-containers,australiaeast,Subscription-DR
dbr-prod-164,Microsoft.Databricks/workspaces,rg-aks,uksouth,Subscription-Staging
sb-stg-165,Microsoft.ServiceBus/namespaces,rg-integration,westeurope,Subscription-Prod
fw-shrd-166,Microsoft.Network/azureFirewalls,rg-containers,eastus,Subscription-Staging
mi-prod-167,Microsoft.ManagedIdentity/userAssignedIdentities,rg-shared,westus,Subscription-DR
snapshot-dr-168,Microsoft.Compute/snapshots,rg-database,eastasia,Subscription-DR
relay-dr-169,Microsoft.Relay/namespaces,rg-containers,eastasia,Subscription-Dev
avset-prod-170,Microsoft.Compute/availabilitySets,rg-infra,eastus2,Subscription-DR
cdn-stg-171,Microsoft.Cdn/profiles,rg-monitoring,francecentral,Subscription-Prod
mi-dev-172,Microsoft.ManagedIdentity/userAssignedIdentities,rg-storage,uksouth,Subscription-DR
mi-stg-173,Microsoft.ManagedIdentity/userAssignedIdentities,rg-containers,koreacentral,Subscription-Shared
webapp-prod-174,Microsoft.Web/sites,rg-core,westus,Subscription-Dev
apim-shrd-175,Microsoft.ApiManagement/service,rg-functions,koreacentral,Subscription-Dev
pe-shrd-176,Microsoft.Network/privateEndpoints,rg-integration,westus2,Subscription-Dev
er-dev-177,Microsoft.Network/expressRouteCircuits,rg-storage,westus3,Subscription-Prod
webapp-shrd-178,Microsoft.Web/sites,rg-backup,japaneast,Subscription-Staging
fd-dr-179,Microsoft.Network/frontDoors,rg-staging,eastasia,Subscription-Dev
sqlsrv-stg-180,Microsoft.Sql/servers,rg-storage,brazilsouth,Subscription-Shared
rt-dev-181,Microsoft.Network/routeTables,rg-integration,centralus,Subscription-Shared
webapp-dev-182,Microsoft.Web/sites,rg-core,eastasia,Subscription-DR
aa-shrd-183,Microsoft.Automation/automationAccounts,rg-services,canadacentral,Subscription-Prod
psql-dev-184,Microsoft.DBforPostgreSQL/servers,rg-production,southindia,Subscription-Prod
vnetgw-stg-185,Microsoft.Network/virtualNetworkGateways,rg-network,canadacentral,Subscription-Dev
redis-dr-186,Microsoft.Cache/redis,rg-functions,eastus2,Subscription-Staging
blob-stg-187,Microsoft.Storage/storageAccounts/blobServices,rg-integration,australiaeast,Subscription-Prod
nsg-dr-188,Microsoft.Network/networkSecurityGroups,rg-production,canadacentral,Subscription-Staging
signalr-shrd-189,Microsoft.SignalRService/signalR,rg-dr,westeurope,Subscription-Shared
aml-stg-190,Microsoft.MachineLearningServices/workspaces,rg-containers,brazilsouth,Subscription-DR
fw-dr-191,Microsoft.Network/azureFirewalls,rg-infra,westus3,Subscription-DR
law-dr-192,Microsoft.OperationalInsights/workspaces,rg-dev,japaneast,Subscription-Dev
appconfig-dr-193,Microsoft.AppConfiguration/configurationStores,rg-webapp,australiaeast,Subscription-Prod
mi-shrd-194,Microsoft.ManagedIdentity/userAssignedIdentities,rg-services,westus2,Subscription-Shared
fw-dev-195,Microsoft.Network/azureFirewalls,rg-database,westus,Subscription-Staging
relay-stg-196,Microsoft.Relay/namespaces,rg-storage,westus2,Subscription-Prod
mi-dr-197,Microsoft.ManagedIdentity/userAssignedIdentities,rg-production,canadacentral,Subscription-DR
syn-stg-198,Microsoft.Synapse/workspaces,rg-containers,australiaeast,Subscription-DR
logic-stg-199,Microsoft.Logic/workflows,rg-aks,uksouth,Subscription-Prod
blk-prod-200,Microsoft.Blockchain/blockchainMembers,rg-webapp,canadacentral,Subscription-DR
cosmos-prod-201,Microsoft.DocumentDB/databaseAccounts,rg-dev,koreacentral,Subscription-Prod
tsi-prod-202,Microsoft.TimeSeriesInsights/environments,rg-monitoring,southindia,Subscription-Staging
acr-stg-203,Microsoft.ContainerRegistry/registries,rg-webapp,koreacentral,Subscription-Shared
rt-prod-204,Microsoft.Network/routeTables,rg-staging,westus,Subscription-Prod
snapshot-prod-205,Microsoft.Compute/snapshots,rg-staging,westus3,Subscription-Dev
